INSTNM,ACCREDAGENCY,ADM_RATE,SAT_AVG,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,UGDS,PCTPELL,C150_4,C150_L4,CCSIZSET,HBCU,PBI,ANNHI,AANAPII,HSI,NANTI,MENONLY,WOMENONLY,RELAFFIL,PCTFLOAN,DEBT_MDN,D_PCTPELL_PCTFLOAN,GRADS,STUFACR,SATVR50,SATMT50,ACTCM50,ACTEN50,ACTMT50
Tri-County Community College,Southern Association of Colleges and Schools Commission on Colleges,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0428,0.0545,0.0117,0.0,0.0272,0.0,0.0,0.0,0.0,0.5642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078,0.0,0.0,0.0272,0.0545,0.035,0.0,0.0,0.1245,0.0506,0.0,420.0,0.3254,,0.3684,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,PS,962.0,,10.0,,,,,
Vance-Granville Community College,Southern Association of Colleges and Schools Commission on Colleges,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0303,0.0286,0.0404,0.0,0.032,0.0,0.0101,0.0152,0.0,0.3401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0303,0.0,0.0,0.0168,0.0269,0.0572,0.0,0.0,0.2862,0.0859,0.0,1677.0,0.313,,0.3122,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4750,2757.0,,16.0,,,,,
Wake Forest University,Southern Association of Colleges and Schools Commission on Colleges,0.2137,,0.0,0.0093,0.0,0.0023,0.0856,0.0,0.0224,0.0,0.0023,0.0347,0.0,0.0093,0.0,0.0,0.0239,0.0008,0.0,0.098,0.0316,0.0,0.0,0.054,0.0147,0.0,0.0285,0.0,0.0741,0.0,0.0,0.2022,0.0,0.0,0.0,0.0,0.0085,0.0,0.2654,0.0324,5446.0,0.0872,0.8964,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.1606,19500,5472.0,3516.0,10.0,,,,,
Wake Technical Community College,Southern Association of Colleges and Schools Commission on Colleges,,,0.0025,0.0,0.0,0.0,0.0,0.0,0.1287,0.0183,0.0467,0.0174,0.0338,0.0,0.0205,0.0,0.0,0.2276,0.0,0.0,0.0,0.0,0.0,0.0027,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0397,0.055,0.0188,0.0002,0.0785,0.0847,0.2029,0.0,18002.0,0.2818,,0.3131,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.399,7000,21299.0,,18.0,,,,,
Warren Wilson College,Southern Association of Colleges and Schools Commission on Colleges,0.8398,1320.0,0.0,0.1711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0921,0.0,0.0,0.1316,0.0,0.0,0.0263,0.0526,0.0132,0.0,0.0197,0.0,0.1316,0.0,0.0855,0.0855,0.0,0.0,0.0,0.0,0.1184,0.0,0.0461,0.0263,697.0,0.3527,0.4486,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5934,9500,723.0,70.0,8.0,,,28.0,30.0,24.0
Watts School of Nursing,Accrediting Bureau of Health Education Schools,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,163.0,0.2569,,,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.9514,PS,144.0,,11.0,,,,,
Wayne Community College,Southern Association of Colleges and Schools Commission on Colleges,,,0.0356,0.0148,0.0,0.0,0.0,0.0,0.1237,0.0,0.0316,0.0087,0.0605,0.0,0.0101,0.0,0.0,0.1331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0544,0.0,0.0,0.0,0.0685,0.0699,0.0,0.0296,0.1862,0.1734,0.0,1904.0,0.3453,,0.4852,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5875,2815.0,,12.0,,,,,
Western Piedmont Community College,Southern Association of Colleges and Schools Commission on Colleges,,,0.0115,0.0,0.0,0.0,0.0,0.0192,0.0385,0.0865,0.0423,0.0,0.0442,0.025,0.0077,0.0192,0.0,0.2558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0904,0.0,0.0,0.0135,0.0,0.0288,0.0,0.0288,0.1885,0.1,0.0,1280.0,0.3443,,0.395,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3750,1670.0,,11.0,,,,,
Wilkes Community College,Southern Association of Colleges and Schools Commission on Colleges,,,0.106,0.0,0.0,0.0,0.0,0.0,0.0295,0.0203,0.035,0.0,0.0682,0.0,0.0,0.0,0.0,0.1585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0728,0.0,0.0,0.0608,0.1124,0.0433,0.0,0.0258,0.1124,0.1548,0.0,1248.0,0.3067,,0.5457,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5600,2315.0,,7.0,,,,,
Wilson Community College,Southern Association of Colleges and Schools Commission on Colleges,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0444,0.0067,0.0822,0.0,0.0044,0.06,0.0289,0.0289,0.0,0.2933,0.0,0.0044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0689,0.0,0.0,0.0156,0.0578,0.0422,0.0,0.0,0.1733,0.0889,0.0,893.0,0.2586,,0.2273,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0825,9004,1709.0,,8.0,,,,,
Wingate University,Southern Association of Colleges and Schools Commission on Colleges,0.8615,1084.0,0.0,0.0,0.0,0.0,0.0524,0.0,0.0,0.0,0.1029,0.0,0.0,0.0,0.0,0.0,0.0097,0.0,0.0,0.1495,0.0155,0.0,0.0097,0.1417,0.0039,0.0,0.0117,0.0,0.099,0.0485,0.0699,0.0369,0.0,0.0,0.0,0.0,0.0252,0.0408,0.1825,0.0,2509.0,0.4172,0.573,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.555,12000,2483.0,886.0,15.0,540.0,540.0,21.0,20.0,20.0
Carolina Christian College,Association for Biblical Higher Education,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,1.0,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,1.0,10000,65.0,23.0,5.0,,,,,
Winston Salem Barber School,Accrediting Commission of Career Schools and Colleges,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.689,,0.6203,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,PS,209.0,,22.0,,,,,
Winston-Salem State University,Southern Association of Colleges and Schools Commission on Colleges,0.7339,921.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.0268,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0011,0.0397,0.0,0.073,0.0032,0.0,0.0043,0.0858,0.0,0.0,0.0086,0.0,0.0569,0.0451,0.0322,0.0333,0.0,0.0,0.0,0.0,0.0204,0.426,0.0783,0.0032,4449.0,0.6164,0.4957,,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6043,18447,4726.0,491.0,15.0,460.0,485.0,16.0,15.0,16.0
Western Carolina University,Southern Association of Colleges and Schools Commission on Colleges,0.8484,1127.0,0.0,0.0215,0.0,0.0,0.0227,0.0,0.0078,0.0,0.0869,0.0309,0.0438,0.0055,0.0,0.0,0.0149,0.0051,0.0,0.0329,0.0047,0.0,0.0031,0.0235,0.0047,0.0,0.0239,0.0,0.0466,0.0544,0.0528,0.0301,0.0,0.0,0.0,0.0,0.0505,0.2254,0.2008,0.0074,9809.0,0.3348,0.6059,,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.4495,15348,10145.0,1679.0,16.0,590.0,560.0,22.0,21.0,20.0
Rasmussen University-North Dakota,Higher Learning Commission,,,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0542,0.009,0.0,0.0,0.0,0.0301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0151,0.0331,0.0,0.0,0.0,0.0,0.0,0.0181,0.5843,0.244,0.0,466.0,0.5264,0.55,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.8251,13000,606.0,29.0,11.0,,,,,
Bismarck State College,Higher Learning Commission,,,0.0443,0.0,0.0,0.0,0.002,0.003,0.0828,0.0,0.002,0.0,0.2404,0.0069,0.0,0.002,0.0,0.2621,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0089,0.0,0.0591,0.0542,0.0236,0.0,0.0108,0.1241,0.0719,0.0,2561.0,0.16,0.5105,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.2606,6750,3549.0,,14.0,,,,,
Dickinson State University,Higher Learning Commission,0.7202,1018.0,0.1028,0.0035,0.0,0.0,0.0106,0.0,0.0355,0.0,0.1418,0.0,0.0,0.0,0.0,0.0,0.0106,0.0355,0.0,0.0319,0.0,0.0,0.0532,0.0638,0.0,0.0,0.0,0.0,0.0213,0.0,0.0,0.0177,0.0,0.0,0.0,0.0,0.0106,0.1525,0.3014,0.0071,1148.0,0.2326,0.4444,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.4061,11960,1337.0,62.0,13.0,491.0,499.0,19.0,17.0,19.0
Nueta Hidatsa Sahnish College,Higher Learning Commission,,,0.0,0.0345,0.0,0.069,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,0.0,0.0,0.2069,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.1724,0.0,0.0,0.0345,0.3448,0.0,137.0,0.1765,0.0612,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,PS,187.0,,5.0,,,,,
Josef's School of Hair Skin & Body-Grand Forks,National Accrediting Commission of Career Arts and Sciences,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.5469,,0.5882,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.75,6337,64.0,,13.0,,,,,
University of Jamestown,Higher Learning Commission,0.9204,,0.0,0.0,0.0,0.0,0.0248,0.0,0.0435,0.0,0.1429,0.0497,0.0062,0.0062,0.0,0.0,0.0062,0.0,0.0,0.0435,0.0,0.0,0.0,0.1615,0.0062,0.0,0.0124,0.0,0.0683,0.0435,0.0,0.0062,0.0,0.0,0.0,0.0,0.0373,0.1056,0.1988,0.0373,968.0,0.2583,0.4885,,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.6749,15897,1018.0,264.0,12.0,,,,,
Lake Region State College,Higher Learning Commission,,,0.0441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0368,0.0037,0.0221,0.0,0.0,0.3162,0.0,0.0,0.0,0.0,0.0,0.0221,0.0,0.0,0.0,0.0,0.0,0.136,0.0,0.0,0.0,0.0515,0.0,0.0,0.0,0.2206,0.1471,0.0,563.0,0.1117,,0.4495,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.1333,7475,1621.0,,20.0,,,,,
Cankdeska Cikana Community College,Higher Learning Commission,,,0.0,0.0,0.0,0.0233,0.0,0.0,0.0,0.0,0.1163,0.0233,0.0,0.0,0.0,0.0,0.0,0.2326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1628,0.0,0.1163,0.0,0.0,0.1163,0.0465,0.0465,0.1163,0.0,271.0,0.6089,,0.1111,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,PS,248.0,,10.0,,,,,
University of Mary,Higher Learning Commission,0.8139,1195.0,0.0,0.0,0.0,0.0,0.0319,0.0,0.0218,0.0,0.0824,0.0269,0.0,0.0034,0.0,0.0,0.0151,0.0437,0.0,0.0555,0.0101,0.0,0.0,0.0555,0.0151,0.0269,0.0034,0.0,0.079,0.042,0.0538,0.0017,0.0,0.0,0.0,0.0,0.0168,0.2134,0.1849,0.0168,2149.0,0.1784,0.637,,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.4808,18750,2579.0,1146.0,14.0,640.0,595.0,24.0,23.0,23.0
Mayville State University,Higher Learning Commission,0.7123,,0.0,0.0,0.0,0.0,0.0089,0.0,0.0,0.0,0.2933,0.0,0.0,0.0,0.0667,0.0,0.0044,0.0978,0.0,0.0311,0.04,0.0,0.0,0.0178,0.0,0.0,0.0044,0.0,0.0311,0.0,0.0,0.0044,0.0,0.0,0.0,0.0,0.0,0.1822,0.2178,0.0,767.0,0.2607,0.3459,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.4263,12268,1147.0,46.0,14.0,,,,,
Minot State University,Higher Learning Commission,0.9317,1025.0,0.0,0.0,0.0,0.0,0.0183,0.002,0.0163,0.0,0.2179,0.0,0.0,0.0041,0.0,0.0,0.0061,0.0489,0.0,0.0448,0.0102,0.0,0.0,0.0305,0.0,0.0,0.0143,0.0,0.0204,0.0672,0.0916,0.0041,0.0,0.0,0.0,0.0,0.0081,0.1914,0.1914,0.0122,2168.0,0.2314,0.4487,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.3754,11980,2576.0,247.0,10.0,540.0,545.0,19.0,19.0,19.0
University of North Dakota,Higher Learning Commission,0.8328,,0.0,0.0014,0.0,0.0005,0.0552,0.0024,0.017,0.0,0.0438,0.1028,0.0005,0.0297,0.0028,0.0,0.009,0.0476,0.0,0.0387,0.0047,0.0,0.0066,0.0132,0.0028,0.0,0.0113,0.0,0.0655,0.0259,0.0377,0.0302,0.0,0.0,0.0,0.1334,0.0179,0.1754,0.1207,0.0033,9066.0,0.1694,0.6306,,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.4286,15238,9718.0,3948.0,17.0,,,,,
North Dakota State College of Science,Higher Learning Commission,,,0.0984,0.0,0.0,0.0,0.0,0.0,0.0211,0.0158,0.0,0.0,0.174,0.0,0.0,0.0,0.0,0.1441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0334,0.1265,0.0896,0.0193,0.0,0.2496,0.0281,0.0,1768.0,0.1863,,0.435,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.3551,8250,2802.0,,10.0,,,,,
Dakota College at Bottineau,Higher Learning Commission,,,0.0228,0.0183,0.0,0.0,0.0,0.0,0.0046,0.0,0.0091,0.0,0.0,0.0,0.0,0.0,0.0,0.3927,0.0,0.0,0.0,0.0,0.0,0.0137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0091,0.032,0.4384,0.0594,0.0,408.0,0.1591,,0.3288,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.1849,8421,1163.0,,10.0,,,,,
North Dakota State University-Main Campus,Higher Learning Commission,0.9568,1120.0,0.085,0.0078,0.0298,0.0009,0.0203,0.0,0.0332,0.0,0.0254,0.166,0.0211,0.0009,0.0664,0.0,0.003,0.0013,0.0,0.0526,0.0043,0.0,0.0302,0.025,0.0,0.0,0.0034,0.0,0.0379,0.0254,0.0,0.0181,0.0,0.0,0.0,0.0,0.0259,0.1488,0.1634,0.0039,9795.0,0.1905,0.6317,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5163,16750,10199.0,2146.0,17.0,545.0,550.0,22.0,20.0,22.0
Williston State College,Higher Learning Commission,,,0.017,0.0,0.0,0.0,0.0,0.0,0.0198,0.0,0.0,0.0,0.0085,0.0,0.0,0.0,0.0,0.4533,0.0,0.0,0.0,0.0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102,0.0595,0.0,0.0,0.2266,0.1048,0.0,648.0,0.2225,,0.331,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.1718,6500,908.0,,20.0,,,,,
Sitting Bull College,Higher Learning Commission,,,0.0,0.0294,0.0,0.0588,0.0,0.0,0.0441,0.0,0.0735,0.0,0.1029,0.0,0.0,0.0,0.0,0.0441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0441,0.0,0.1029,0.0,0.0,0.2794,0.0,0.1029,0.1176,0.0,227.0,0.5193,0.2105,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,PS,233.0,26.0,7.0,,,,,
Trinity Bible College and Graduate School,Association for Biblical Higher Education,0.4444,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.0,0.0,0.0,0.0,0.0,0.0,0.0455,0.0,0.0,0.0,0.0,0.0,0.0455,0.0,0.5227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1136,0.0,162.0,0.5123,0.4074,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.5556,16043,162.0,119.0,11.0,,,20.0,19.0,19.0
Turtle Mountain Community College,Higher Learning Commission,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0052,0.0,0.0209,0.0,0.1309,0.0,0.0,0.0,0.0,0.3351,0.0,0.0,0.0,0.0,0.0,0.0366,0.0,0.0,0.0,0.0,0.0,0.0209,0.0,0.0,0.0471,0.0,0.0366,0.1309,0.0,0.1466,0.089,0.0,510.0,0.6059,0.3782,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,PS,472.0,,10.0,,,,,
United Tribes Technical College,Higher Learning Commission,,,0.0,0.0235,0.0,0.0,0.0,0.0,0.0353,0.0,0.1059,0.0235,0.0,0.0,0.0,0.0,0.0,0.0706,0.0,0.0,0.0,0.0,0.0,0.0235,0.0,0.0,0.0,0.0,0.0,0.1647,0.0824,0.0,0.0,0.0706,0.0,0.1294,0.0235,0.0,0.2471,0.0,502.0,0.6941,0.1241,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,PS,474.0,,12.0,,,,,
Valley City State University,Higher Learning Commission,0.8345,1022.0,0.0,0.0297,0.0,0.0,0.0081,0.0,0.0,0.0,0.5676,0.0027,0.0,0.0,0.0,0.0,0.0027,0.0919,0.0,0.0,0.0,0.0,0.0,0.0216,0.0,0.0,0.0,0.0,0.0135,0.0,0.0243,0.0,0.0,0.0,0.0,0.0,0.0838,0.0378,0.1054,0.0108,914.0,0.1819,0.4747,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.3362,11761,1523.0,137.0,12.0,550.0,530.0,19.0,19.0,19.0
ETI Technical College,Accrediting Commission of Career Schools and Colleges,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.1786,0.0,0.0,0.625,0.0357,0.0,152.0,0.9302,,0.8261,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.9147,12255,129.0,,6.0,,,,,
Air Force Institute of Technology-Graduate School of Engineering & Management,Higher Learning Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1048.0,,,,,,
Herzing University-Akron,Higher Learning Commission,0.9386,,0.0,0.0,0.0,0.0,0.0,0.0,0.0216,0.0,0.0,0.0,0.0,0.0,0.0,0.0162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8486,0.0865,0.0,369.0,0.7854,0.2157,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.8488,11756,410.0,,12.0,,,,,
University of Akron Main Campus,Higher Learning Commission,0.8287,1114.0,0.0,0.0,0.0,0.0003,0.0505,0.0,0.0382,0.0,0.0593,0.1451,0.0719,0.0117,0.0214,0.0,0.0058,0.0755,0.0,0.0376,0.0081,0.0,0.0278,0.013,0.001,0.0,0.0091,0.0,0.0321,0.0447,0.0243,0.0343,0.0,0.0,0.0,0.0,0.0266,0.1117,0.147,0.0032,10099.0,0.2946,0.4772,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.3671,15250,12268.0,2142.0,16.0,540.0,550.0,22.0,21.0,22.0
University of Akron Wayne College,Higher Learning Commission,0.8292,1042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.0,0.1689,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.16,15250,1575.0,,39.0,450.0,460.0,20.0,18.0,19.0
Allegheny Wesleyan College,Association for Biblical Higher Education,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1333,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.6104,0.4,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.6104,PS,77.0,,7.0,,,,,
Apollo Career Center,Council on Occupational Education,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714,0.0,0.0,0.0094,0.0,0.0263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1579,0.0,0.0,0.0132,0.0545,0.0244,0.1485,0.0,0.4944,0.0,0.0,610.0,0.1172,,0.7231,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0925,5940,1297.0,,4.0,,,,,
Art Academy of Cincinnati,Higher Learning Commission,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9574,0.0,0.0,0.0,259.0,0.5043,0.4909,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7479,11750,234.0,4.0,11.0,,,,,
Ashland County-West Holmes Career Center,Council on Occupational Education,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714,0.1429,0.0714,0.0,0.0,0.4048,0.0714,0.0,45.0,0.48,,0.8095,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.44,3666,50.0,,6.0,,,,,
Ashland University,Higher Learning Commission,0.7176,1151.0,0.0,0.0088,0.0,0.0,0.0717,0.0,0.0161,0.0,0.1274,0.0,0.0,0.0,0.0,0.0,0.0088,0.0849,0.0,0.0937,0.0044,0.0,0.0088,0.0307,0.0,0.0,0.0117,0.0,0.0234,0.0293,0.0117,0.0278,0.0,0.0,0.0,0.0,0.0161,0.2474,0.1698,0.0073,2332.0,0.2616,0.6023,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.3559,20000,3731.0,1091.0,11.0,585.0,575.0,23.0,22.0,23.0
Ashtabula County Technical and Career Campus,Council on Occupational Education,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1398,0.0,0.0,0.1505,0.086,0.0753,0.0,0.0,0.3656,0.086,0.0,115.0,0.3462,,0.6885,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.3333,11224,156.0,,7.0,,,,,
Athenaeum of Ohio,Commission on Accrediting of the Association of Theological Schools,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.8333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,,46.0,104.0,6.0,,,,,
Auburn Career Center,Council on Occupational Education,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2826,0.0,0.0,0.0,0.2935,0.1196,0.0,0.0,0.3043,0.0,0.0,166.0,0.2382,,0.44,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.4451,6348,319.0,,5.0,,,,,
Aultman College of Nursing and Health Sciences,Higher Learning Commission,0.551,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,245.0,0.3707,0.8125,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5676,13531,259.0,,7.0,,,20.0,19.0,20.0
